,area_title,area_name,zipcode,state,city,population,median_age,race_asian,race_white,race_black,race_native,race_islander,race_other,race_two,race_hispanic,average_household_income,family_households_total,family_poverty_pct,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,family_poverty
1083,"Mobile, AL",MOBILE,36572,Alabama,Satsuma; Mobile; Saraland,6161,43,0,5397,657,0,0,30,57,20,78907,1686,6.7,616,345,2532,665,2002,412
1084,"Mobile, AL",MOBILE,36575,Alabama,Semmes; Mobile,20224,38,104,16404,2507,264,0,59,202,684,68608,5433,8.0,2467,687,7462,2993,6593,1617
1085,"Mobile, AL",MOBILE,36602,Alabama,Mobile,909,51,27,522,331,0,0,18,6,5,44753,44,13.6,129,114,216,124,324,123
1086,"Mobile, AL",MOBILE,36603,Alabama,Mobile,11516,35,19,2168,9116,60,0,0,42,111,34307,1495,31.7,667,333,4065,3385,3063,3650
1087,"Mobile, AL",MOBILE,36604,Alabama,Mobile,9767,38,16,5176,4250,7,0,22,183,113,66681,2108,12.0,2187,1611,1982,1045,2949,1172
1088,"Mobile, AL",MOBILE,36605,Alabama,Mobile,26931,35,179,6944,19159,5,5,16,264,359,44148,6235,30.4,2504,1265,9964,4793,8402,8187
1089,"Mobile, AL",MOBILE,36606,Alabama,Mobile,18640,34,328,8762,8650,23,0,5,311,561,50703,4225,31.7,3448,1603,6300,1640,5666,5908
1090,"Mobile, AL",MOBILE,36607,Alabama,Mobile,6005,42,17,2179,3670,8,0,0,61,70,58314,1370,23.4,1134,678,1819,900,1471,1405
1091,"Mobile, AL",MOBILE,36608,Alabama,Mobile,35810,35,736,22429,10632,16,0,61,351,1585,73758,8444,10.1,8701,5837,8236,3079,9955,3616
1092,"Mobile, AL",MOBILE,36609,Alabama,Mobile,23738,35,917,12427,8403,24,0,124,666,1177,57147,5605,16.7,4557,2350,6243,1899,8664,3964
1093,"Mobile, AL",MOBILE,36610,Alabama,Prichard; Chickasaw; Mobile,10621,38,20,82,10405,19,0,0,31,64,29494,2360,33.1,732,201,4588,2389,2718,3515
1094,"Mobile, AL",MOBILE,36611,Alabama,Prichard; Chickasaw; Mobile; S,5889,30,0,2827,2727,10,0,2,115,208,40625,1344,34.3,424,329,2190,1065,1878,2019
1095,"Mobile, AL",MOBILE,36613,Alabama,Prichard; Mobile; Saraland; Se,13510,33,24,6291,6814,14,0,30,150,187,55120,3276,19.8,1283,553,5606,2107,3985,2674
1097,"Mobile, AL",MOBILE,36617,Alabama,Prichard; Mobile,14208,38,5,426,13472,16,0,0,152,137,38567,3024,29.3,1108,724,5427,2429,4518,4162
1098,"Mobile, AL",MOBILE,36618,Alabama,Prichard; Mobile; Semmes,17659,37,128,6395,10746,0,0,14,236,140,57695,4407,9.0,2560,1377,5703,1907,6110,1589
1099,"Mobile, AL",MOBILE,36619,Alabama,Tillmans Corner; Mobile,15976,40,686,11923,1488,100,27,110,321,1321,71952,4029,9.0,2492,734,5783,2156,4824,1437
1100,"Mobile, AL",MOBILE,36688,Alabama,Mobile,195,19,0,149,29,0,0,0,13,4,-1,0,0.0,0,0,0,0,0,0
1101,"Mobile, AL",MOBILE,36693,Alabama,Mobile,19138,43,312,13129,4290,21,0,33,651,702,76299,5125,5.4,4535,2430,4573,1090,6487,1033
1102,"Mobile, AL",MOBILE,36695,Alabama,Mobile,50900,35,1596,36071,10546,60,0,109,861,1657,85782,13497,6.7,13284,7126,11757,2545,16186,3410
1103,"Mobile, AL",MOBILE,36572,Alabama,Satsuma; Mobile; Saraland,6161,43,0,5397,657,0,0,30,57,20,78907,1686,6.7,616,345,2532,665,2002,412
1104,"Mobile, AL",MOBILE,36575,Alabama,Semmes; Mobile,20224,38,104,16404,2507,264,0,59,202,684,68608,5433,8.0,2467,687,7462,2993,6593,1617
1105,"Mobile, AL",MOBILE,36602,Alabama,Mobile,909,51,27,522,331,0,0,18,6,5,44753,44,13.6,129,114,216,124,324,123
1106,"Mobile, AL",MOBILE,36603,Alabama,Mobile,11516,35,19,2168,9116,60,0,0,42,111,34307,1495,31.7,667,333,4065,3385,3063,3650
1107,"Mobile, AL",MOBILE,36604,Alabama,Mobile,9767,38,16,5176,4250,7,0,22,183,113,66681,2108,12.0,2187,1611,1982,1045,2949,1172
1108,"Mobile, AL",MOBILE,36605,Alabama,Mobile,26931,35,179,6944,19159,5,5,16,264,359,44148,6235,30.4,2504,1265,9964,4793,8402,8187
1109,"Mobile, AL",MOBILE,36606,Alabama,Mobile,18640,34,328,8762,8650,23,0,5,311,561,50703,4225,31.7,3448,1603,6300,1640,5666,5908
1110,"Mobile, AL",MOBILE,36607,Alabama,Mobile,6005,42,17,2179,3670,8,0,0,61,70,58314,1370,23.4,1134,678,1819,900,1471,1405
1111,"Mobile, AL",MOBILE,36608,Alabama,Mobile,35810,35,736,22429,10632,16,0,61,351,1585,73758,8444,10.1,8701,5837,8236,3079,9955,3616
1112,"Mobile, AL",MOBILE,36609,Alabama,Mobile,23738,35,917,12427,8403,24,0,124,666,1177,57147,5605,16.7,4557,2350,6243,1899,8664,3964
1113,"Mobile, AL",MOBILE,36610,Alabama,Prichard; Chickasaw; Mobile,10621,38,20,82,10405,19,0,0,31,64,29494,2360,33.1,732,201,4588,2389,2718,3515
1114,"Mobile, AL",MOBILE,36611,Alabama,Prichard; Chickasaw; Mobile; S,5889,30,0,2827,2727,10,0,2,115,208,40625,1344,34.3,424,329,2190,1065,1878,2019
1115,"Mobile, AL",MOBILE,36613,Alabama,Prichard; Mobile; Saraland; Se,13510,33,24,6291,6814,14,0,30,150,187,55120,3276,19.8,1283,553,5606,2107,3985,2674
1117,"Mobile, AL",MOBILE,36617,Alabama,Prichard; Mobile,14208,38,5,426,13472,16,0,0,152,137,38567,3024,29.3,1108,724,5427,2429,4518,4162
1118,"Mobile, AL",MOBILE,36618,Alabama,Prichard; Mobile; Semmes,17659,37,128,6395,10746,0,0,14,236,140,57695,4407,9.0,2560,1377,5703,1907,6110,1589
1119,"Mobile, AL",MOBILE,36619,Alabama,Tillmans Corner; Mobile,15976,40,686,11923,1488,100,27,110,321,1321,71952,4029,9.0,2492,734,5783,2156,4824,1437
1120,"Mobile, AL",MOBILE,36688,Alabama,Mobile,195,19,0,149,29,0,0,0,13,4,-1,0,0.0,0,0,0,0,0,0
1121,"Mobile, AL",MOBILE,36693,Alabama,Mobile,19138,43,312,13129,4290,21,0,33,651,702,76299,5125,5.4,4535,2430,4573,1090,6487,1033
1122,"Mobile, AL",MOBILE,36695,Alabama,Mobile,50900,35,1596,36071,10546,60,0,109,861,1657,85782,13497,6.7,13284,7126,11757,2545,16186,3410
1123,"Mobile, AL",MOBILE,36572,Alabama,Satsuma; Mobile; Saraland,6161,43,0,5397,657,0,0,30,57,20,78907,1686,6.7,616,345,2532,665,2002,412
1124,"Mobile, AL",MOBILE,36575,Alabama,Semmes; Mobile,20224,38,104,16404,2507,264,0,59,202,684,68608,5433,8.0,2467,687,7462,2993,6593,1617
1125,"Mobile, AL",MOBILE,36602,Alabama,Mobile,909,51,27,522,331,0,0,18,6,5,44753,44,13.6,129,114,216,124,324,123
1126,"Mobile, AL",MOBILE,36603,Alabama,Mobile,11516,35,19,2168,9116,60,0,0,42,111,34307,1495,31.7,667,333,4065,3385,3063,3650
1127,"Mobile, AL",MOBILE,36604,Alabama,Mobile,9767,38,16,5176,4250,7,0,22,183,113,66681,2108,12.0,2187,1611,1982,1045,2949,1172
1128,"Mobile, AL",MOBILE,36605,Alabama,Mobile,26931,35,179,6944,19159,5,5,16,264,359,44148,6235,30.4,2504,1265,9964,4793,8402,8187
1129,"Mobile, AL",MOBILE,36606,Alabama,Mobile,18640,34,328,8762,8650,23,0,5,311,561,50703,4225,31.7,3448,1603,6300,1640,5666,5908
1130,"Mobile, AL",MOBILE,36607,Alabama,Mobile,6005,42,17,2179,3670,8,0,0,61,70,58314,1370,23.4,1134,678,1819,900,1471,1405
1131,"Mobile, AL",MOBILE,36608,Alabama,Mobile,35810,35,736,22429,10632,16,0,61,351,1585,73758,8444,10.1,8701,5837,8236,3079,9955,3616
1132,"Mobile, AL",MOBILE,36609,Alabama,Mobile,23738,35,917,12427,8403,24,0,124,666,1177,57147,5605,16.7,4557,2350,6243,1899,8664,3964
1133,"Mobile, AL",MOBILE,36610,Alabama,Prichard; Chickasaw; Mobile,10621,38,20,82,10405,19,0,0,31,64,29494,2360,33.1,732,201,4588,2389,2718,3515
1134,"Mobile, AL",MOBILE,36611,Alabama,Prichard; Chickasaw; Mobile; S,5889,30,0,2827,2727,10,0,2,115,208,40625,1344,34.3,424,329,2190,1065,1878,2019
1135,"Mobile, AL",MOBILE,36613,Alabama,Prichard; Mobile; Saraland; Se,13510,33,24,6291,6814,14,0,30,150,187,55120,3276,19.8,1283,553,5606,2107,3985,2674
1137,"Mobile, AL",MOBILE,36617,Alabama,Prichard; Mobile,14208,38,5,426,13472,16,0,0,152,137,38567,3024,29.3,1108,724,5427,2429,4518,4162
1138,"Mobile, AL",MOBILE,36618,Alabama,Prichard; Mobile; Semmes,17659,37,128,6395,10746,0,0,14,236,140,57695,4407,9.0,2560,1377,5703,1907,6110,1589
1139,"Mobile, AL",MOBILE,36619,Alabama,Tillmans Corner; Mobile,15976,40,686,11923,1488,100,27,110,321,1321,71952,4029,9.0,2492,734,5783,2156,4824,1437
1140,"Mobile, AL",MOBILE,36688,Alabama,Mobile,195,19,0,149,29,0,0,0,13,4,-1,0,0.0,0,0,0,0,0,0
1141,"Mobile, AL",MOBILE,36693,Alabama,Mobile,19138,43,312,13129,4290,21,0,33,651,702,76299,5125,5.4,4535,2430,4573,1090,6487,1033
1142,"Mobile, AL",MOBILE,36695,Alabama,Mobile,50900,35,1596,36071,10546,60,0,109,861,1657,85782,13497,6.7,13284,7126,11757,2545,16186,3410
1143,"Modesto, CA",MODESTO,95313,California,Modesto; Crows Landing,1296,32,0,442,0,38,0,0,0,816,62825,290,12.1,209,10,342,259,474,156
1144,"Modesto, CA",MODESTO,95319,California,Empire; Modesto,1687,36,3,522,81,3,0,0,0,1078,36732,325,37.5,86,0,468,703,426,632
1145,"Modesto, CA",MODESTO,95350,California,Modesto,52951,37,3313,28013,1877,327,368,179,1402,17472,61209,12705,15.6,6618,3335,14455,8736,19856,8260
1146,"Modesto, CA",MODESTO,95354,California,Modesto; Airport,25090,34,1098,12227,1120,105,226,32,548,9734,61874,5619,17.0,2835,1354,7276,5670,7953,4265
1147,"Modesto, CA",MODESTO,95355,California,Modesto,58279,38,4792,31814,2565,344,648,128,1702,16286,80383,14360,8.0,9382,4487,15269,6061,23020,4662
1148,"Modesto, CA",MODESTO,95356,California,Modesto; Del Rio; Salida,33032,36,3821,16365,1321,17,624,49,1464,9371,96765,8285,8.7,5285,3237,8158,3468,12915,2873
1149,"Modesto, CA",MODESTO,95357,California,Riverbank; Empire; Modesto,11701,37,488,5429,198,109,411,0,421,4645,74437,3050,15.2,1263,631,2843,2948,4001,1778
1150,"Modesto, CA",MODESTO,95363,California,Modesto; Diablo Grande; Grayso,26726,31,1061,6480,1529,197,314,22,712,16411,77095,6018,12.8,1790,881,8605,7109,8311,3420
1151,"Modesto, CA",MODESTO,95368,California,Modesto; Salida,14247,31,534,5630,89,9,110,0,424,7451,79773,3575,6.9,1652,584,4402,3020,4573,983
1152,"Monroe, LA",MONROE,71201,Louisiana,Monroe,21336,39,226,12959,7374,65,0,0,197,515,81284,5127,11.8,6166,3627,4245,1770,5526,2517
1153,"Monroe, LA",MONROE,71202,Louisiana,Richwood; Monroe,30799,30,48,3915,26476,14,0,0,87,259,31625,5730,42.9,1478,769,12165,8870,7484,13212
1154,"Monroe, LA",MONROE,71203,Louisiana,Sterlington; Monroe; Lakeshore,37744,33,702,18673,16870,143,0,16,460,880,58273,9170,19.0,7473,4076,11436,3698,11021,7171
1155,"Monroe, LA",MONROE,71209,Louisiana,Monroe,179,19,0,158,7,0,0,0,7,7,-1,0,0.0,0,0,0,0,179,0
1156,"Monroe, LA",MONROE,71291,Louisiana,West Monroe; Claiborne,31681,37,477,26565,3668,110,0,48,260,553,63852,8051,11.3,6367,2661,10137,3073,9472,3579
1157,"Monroe, LA",MONROE,71292,Louisiana,West Monroe; Bawcomville; Brow,20856,38,134,16557,2975,17,0,21,206,946,52521,5166,19.3,1564,959,9468,3628,5255,4025
1158,"Monroe, MI",MONROE,48161,Michigan,Monroe; South Monroe; West Mon,26618,39,154,23553,990,128,7,118,715,953,62469,7110,13.4,2635,1650,9742,3806,8810,3566
1159,"Monroe, MI",MONROE,48162,Michigan,Monroe; Detroit Beach; Woodlan,28003,41,93,25337,1112,99,0,0,341,1021,66347,7155,8.8,3388,1848,10641,2632,9521,2464
1160,"Montgomery, AL",MONTGOMERY,36013,Alabama,Pike Road; Montgomery,533,51,0,374,150,0,0,0,0,9,110851,169,0.0,130,81,67,0,253,0
1161,"Montgomery, AL",MONTGOMERY,36043,Alabama,Montgomery,3223,47,0,1784,1188,0,0,0,0,251,61432,979,20.3,418,296,1089,615,805,654
1162,"Montgomery, AL",MONTGOMERY,36064,Alabama,Pike Road; Montgomery,9959,38,557,6658,2492,0,0,0,80,172,110098,2899,4.0,3196,2380,1553,577,2260,398
1163,"Montgomery, AL",MONTGOMERY,36104,Alabama,Montgomery,8040,31,31,1381,6449,13,0,17,44,105,42969,1231,44.9,852,924,1961,2444,1857,3609
1164,"Montgomery, AL",MONTGOMERY,36105,Alabama,Montgomery,10259,44,24,1074,8856,0,0,46,70,189,47125,2647,21.5,841,543,3795,2636,2451,2205
1165,"Montgomery, AL",MONTGOMERY,36106,Alabama,Montgomery,15024,36,678,7088,6979,7,0,19,33,220,74416,3588,12.3,3560,3410,2809,886,4371,1847
1166,"Montgomery, AL",MONTGOMERY,36107,Alabama,Montgomery,7798,33,24,2964,4258,0,0,0,94,458,44660,1658,24.2,904,616,2815,1933,1528,1887
1167,"Montgomery, AL",MONTGOMERY,36108,Alabama,Montgomery,19464,40,73,2127,15920,15,0,0,290,1039,37700,4656,30.3,1654,836,6442,5644,4885,5897
1168,"Montgomery, AL",MONTGOMERY,36109,Alabama,Montgomery,24046,40,250,16343,6100,44,0,36,509,764,66307,6178,7.8,4953,2621,6732,2164,7598,1875
1169,"Montgomery, AL",MONTGOMERY,36110,Alabama,Montgomery,12232,35,107,2471,9140,23,0,0,44,447,40010,2850,30.0,1100,538,4207,3694,2691,3669
1170,"Montgomery, AL",MONTGOMERY,36111,Alabama,Montgomery,12609,36,11,4164,7782,0,0,0,378,274,72169,3037,17.3,2811,1866,3278,1462,3190,2181
1171,"Montgomery, AL",MONTGOMERY,36112,Alabama,Montgomery,353,21,0,250,75,0,0,0,0,28,-1,0,0.0,0,108,61,0,182,0
1172,"Montgomery, AL",MONTGOMERY,36113,Alabama,Montgomery,1864,35,13,975,504,0,9,0,98,265,87222,248,2.4,234,313,644,150,520,44
1173,"Montgomery, AL",MONTGOMERY,36115,Alabama,Montgomery,917,23,24,451,293,0,0,5,49,95,87649,221,4.5,71,160,162,20,503,41
1174,"Montgomery, AL",MONTGOMERY,36116,Alabama,Pike Road; Montgomery,44305,31,966,6217,33888,57,0,32,816,2329,60174,10953,21.7,7753,4740,11297,6114,14399,9614
1175,"Montgomery, AL",MONTGOMERY,36117,Alabama,Pike Road; Montgomery,53172,35,2759,23541,24513,137,0,33,1195,994,80423,13885,9.5,14834,9836,9836,3243,15366,5051
1176,"Montgomery, AL",MONTGOMERY,36013,Alabama,Pike Road; Montgomery,533,51,0,374,150,0,0,0,0,9,110851,169,0.0,130,81,67,0,253,0
1177,"Montgomery, AL",MONTGOMERY,36043,Alabama,Montgomery,3223,47,0,1784,1188,0,0,0,0,251,61432,979,20.3,418,296,1089,615,805,654
1178,"Montgomery, AL",MONTGOMERY,36064,Alabama,Pike Road; Montgomery,9959,38,557,6658,2492,0,0,0,80,172,110098,2899,4.0,3196,2380,1553,577,2260,398
1179,"Montgomery, AL",MONTGOMERY,36104,Alabama,Montgomery,8040,31,31,1381,6449,13,0,17,44,105,42969,1231,44.9,852,924,1961,2444,1857,3609
1180,"Montgomery, AL",MONTGOMERY,36105,Alabama,Montgomery,10259,44,24,1074,8856,0,0,46,70,189,47125,2647,21.5,841,543,3795,2636,2451,2205
1181,"Montgomery, AL",MONTGOMERY,36106,Alabama,Montgomery,15024,36,678,7088,6979,7,0,19,33,220,74416,3588,12.3,3560,3410,2809,886,4371,1847
1182,"Montgomery, AL",MONTGOMERY,36107,Alabama,Montgomery,7798,33,24,2964,4258,0,0,0,94,458,44660,1658,24.2,904,616,2815,1933,1528,1887
1183,"Montgomery, AL",MONTGOMERY,36108,Alabama,Montgomery,19464,40,73,2127,15920,15,0,0,290,1039,37700,4656,30.3,1654,836,6442,5644,4885,5897
1184,"Montgomery, AL",MONTGOMERY,36109,Alabama,Montgomery,24046,40,250,16343,6100,44,0,36,509,764,66307,6178,7.8,4953,2621,6732,2164,7598,1875
1185,"Montgomery, AL",MONTGOMERY,36110,Alabama,Montgomery,12232,35,107,2471,9140,23,0,0,44,447,40010,2850,30.0,1100,538,4207,3694,2691,3669
1186,"Montgomery, AL",MONTGOMERY,36111,Alabama,Montgomery,12609,36,11,4164,7782,0,0,0,378,274,72169,3037,17.3,2811,1866,3278,1462,3190,2181
1187,"Montgomery, AL",MONTGOMERY,36112,Alabama,Montgomery,353,21,0,250,75,0,0,0,0,28,-1,0,0.0,0,108,61,0,182,0
1188,"Montgomery, AL",MONTGOMERY,36113,Alabama,Montgomery,1864,35,13,975,504,0,9,0,98,265,87222,248,2.4,234,313,644,150,520,44
1189,"Montgomery, AL",MONTGOMERY,36115,Alabama,Montgomery,917,23,24,451,293,0,0,5,49,95,87649,221,4.5,71,160,162,20,503,41
1190,"Montgomery, AL",MONTGOMERY,36116,Alabama,Pike Road; Montgomery,44305,31,966,6217,33888,57,0,32,816,2329,60174,10953,21.7,7753,4740,11297,6114,14399,9614
1191,"Montgomery, AL",MONTGOMERY,36117,Alabama,Pike Road; Montgomery,53172,35,2759,23541,24513,137,0,33,1195,994,80423,13885,9.5,14834,9836,9836,3243,15366,5051
1192,"Montgomery, AL",MONTGOMERY,36013,Alabama,Pike Road; Montgomery,533,51,0,374,150,0,0,0,0,9,110851,169,0.0,130,81,67,0,253,0
1193,"Montgomery, AL",MONTGOMERY,36043,Alabama,Montgomery,3223,47,0,1784,1188,0,0,0,0,251,61432,979,20.3,418,296,1089,615,805,654
1194,"Montgomery, AL",MONTGOMERY,36064,Alabama,Pike Road; Montgomery,9959,38,557,6658,2492,0,0,0,80,172,110098,2899,4.0,3196,2380,1553,577,2260,398
1195,"Montgomery, AL",MONTGOMERY,36104,Alabama,Montgomery,8040,31,31,1381,6449,13,0,17,44,105,42969,1231,44.9,852,924,1961,2444,1857,3609
1196,"Montgomery, AL",MONTGOMERY,36105,Alabama,Montgomery,10259,44,24,1074,8856,0,0,46,70,189,47125,2647,21.5,841,543,3795,2636,2451,2205
1197,"Montgomery, AL",MONTGOMERY,36106,Alabama,Montgomery,15024,36,678,7088,6979,7,0,19,33,220,74416,3588,12.3,3560,3410,2809,886,4371,1847
1198,"Montgomery, AL",MONTGOMERY,36107,Alabama,Montgomery,7798,33,24,2964,4258,0,0,0,94,458,44660,1658,24.2,904,616,2815,1933,1528,1887
1199,"Montgomery, AL",MONTGOMERY,36108,Alabama,Montgomery,19464,40,73,2127,15920,15,0,0,290,1039,37700,4656,30.3,1654,836,6442,5644,4885,5897
1200,"Montgomery, AL",MONTGOMERY,36109,Alabama,Montgomery,24046,40,250,16343,6100,44,0,36,509,764,66307,6178,7.8,4953,2621,6732,2164,7598,1875
1201,"Montgomery, AL",MONTGOMERY,36110,Alabama,Montgomery,12232,35,107,2471,9140,23,0,0,44,447,40010,2850,30.0,1100,538,4207,3694,2691,3669
1202,"Montgomery, AL",MONTGOMERY,36111,Alabama,Montgomery,12609,36,11,4164,7782,0,0,0,378,274,72169,3037,17.3,2811,1866,3278,1462,3190,2181
1203,"Montgomery, AL",MONTGOMERY,36112,Alabama,Montgomery,353,21,0,250,75,0,0,0,0,28,-1,0,0.0,0,108,61,0,182,0
1204,"Montgomery, AL",MONTGOMERY,36113,Alabama,Montgomery,1864,35,13,975,504,0,9,0,98,265,87222,248,2.4,234,313,644,150,520,44
1205,"Montgomery, AL",MONTGOMERY,36115,Alabama,Montgomery,917,23,24,451,293,0,0,5,49,95,87649,221,4.5,71,160,162,20,503,41
1206,"Montgomery, AL",MONTGOMERY,36116,Alabama,Pike Road; Montgomery,44305,31,966,6217,33888,57,0,32,816,2329,60174,10953,21.7,7753,4740,11297,6114,14399,9614
1207,"Montgomery, AL",MONTGOMERY,36117,Alabama,Pike Road; Montgomery,53172,35,2759,23541,24513,137,0,33,1195,994,80423,13885,9.5,14834,9836,9836,3243,15366,5051
1208,"Morgantown, WV",MORGANTOWN,26501,West Virginia,Granville; Morgantown; Westove,21555,35,226,19282,916,37,0,0,429,665,67116,4621,11.10,4073,3556,6725,1918,5280,2392
1209,"Morgantown, WV",MORGANTOWN,26505,West Virginia,Morgantown; Star City; Brookha,38483,24,2378,31633,1946,38,0,311,1113,1064,59172,5303,14.30,9543,10082,8081,2616,8158,5503
1210,"Morgantown, WV",MORGANTOWN,26508,West Virginia,Brookhaven; Morgantown; Cheat ,33336,37,801,30783,928,0,0,20,378,426,93789,7866,7.40,7233,6733,8867,2833,7667,2466
1211,"Morgantown, WV",MORGANTOWN,26534,West Virginia,Morgantown; Star City; Granvil,2484,36,0,2418,0,0,0,0,66,0,49427,621,14.00,139,42,1269,270,760,347
1212,"Morristown, TN",MORRISTOWN,37813,Tennessee,Morristown; White Pine,17303,40,53,13574,698,46,0,11,425,2496,48602,4727,23.3,1141,467,8270,3235,4187,4031
1213,"Morristown, TN",MORRISTOWN,37814,Tennessee,Morristown,34037,39,526,26804,1384,45,10,0,738,4530,57570,8876,14.0,4220,2518,12797,6194,8339,4765
1214,"Morristown, TN",MORRISTOWN,37860,Tennessee,Morristown,3941,44,0,3819,52,0,0,0,70,0,58136,1018,4.7,271,177,1895,705,890,185
1215,"Morristown, TN",MORRISTOWN,37877,Tennessee,Morristown; Jefferson City; Wh,9363,42,35,8935,56,0,0,0,27,310,55582,2460,12.9,1020,514,3689,1544,2584,1207
1216,"Morristown, TN",MORRISTOWN,37890,Tennessee,Morristown; Baneberry; White P,6715,44,0,6007,86,5,0,0,105,512,53673,1815,9.7,577,382,2625,1289,1833,651
1217,"Muncie, IN",MUNCIE,47302,Indiana,Yorktown; Selma; Muncie,26736,41,61,22765,2940,0,17,17,637,299,44536,7180,20.4,2112,828,11015,4732,8020,5454
1218,"Muncie, IN",MUNCIE,47303,Indiana,Eaton; Muncie,25559,29,264,20999,2753,19,4,0,536,984,46840,5034,15.7,3680,1610,9303,3092,7846,4012
1219,"Muncie, IN",MUNCIE,47304,Indiana,Yorktown; Muncie,31723,35,1094,28003,1416,3,15,114,456,622,68894,7890,4.6,6281,6661,7835,1617,9326,1459
1220,"Muncie, IN",MUNCIE,47305,Indiana,Muncie,3639,37,0,2741,587,15,0,35,45,216,32924,769,37.2,305,407,1259,687,982,1353
1221,"Muncie, IN",MUNCIE,47306,Indiana,Muncie,5026,19,82,4219,338,0,8,0,140,239,-1,3,100.0,0,0,5026,0,0,5026
1222,"Muskegon, MI",MUSKEGON,49440,Michigan,Muskegon,861,45,0,593,126,34,0,0,99,9,29466,152,38.8,105,92,139,161,360,334
1223,"Muskegon, MI",MUSKEGON,49441,Michigan,Roosevelt Park; Muskegon; Nort,35989,42,294,29312,3380,75,0,0,1001,1927,63151,9270,12.1,6873,2879,9717,2627,13855,4354
1224,"Muskegon, MI",MUSKEGON,49442,Michigan,Muskegon; Wolf Lake,41374,33,91,27006,8211,205,0,30,2504,3327,44525,9646,21.8,2647,951,16839,6785,14191,9019
1225,"Muskegon, MI",MUSKEGON,49444,Michigan,Muskegon Heights; Muskegon; No,29550,36,204,16216,10340,231,4,0,1257,1298,52035,6757,19.2,2304,1182,12470,3546,10047,5673
1226,"Muskegon, MI",MUSKEGON,49445,Michigan,Lakewood Club; North Muskegon;,20463,44,82,18848,382,97,0,0,503,551,74146,5755,5.5,3601,2005,5688,1105,8062,1125
1227,"Napa, CA",NAPA,94503,California,Napa; American Canyon,20371,36,7155,4712,1617,169,129,59,973,5557,113564,4610,6.9,4746,1466,3748,3137,7272,1405
1228,"Napa, CA",NAPA,94558,California,Napa; American Canyon; Moskowi,68617,41,2329,40441,487,138,75,321,1286,23540,112224,17015,4.1,14684,8371,12076,11390,22163,2813
1229,"Napa, CA",NAPA,94559,California,Napa,28089,37,508,14883,328,75,68,57,699,11471,95743,6489,6.1,6011,2752,6207,4297,8848,1713
1230,"New Bern, NC",NEW BERN,28560,North Carolina,Havelock; New Bern; Bridgeton;,27542,41,913,19402,4758,143,15,0,647,1664,59888,7335,10.2,3663,2230,7794,4186,9667,2809
1231,"New Bern, NC",NEW BERN,28562,North Carolina,New Bern; Trent Woods; River B,38882,41,1582,26152,8457,191,0,47,587,1866,76692,11194,7.2,7737,5093,8981,3538,13492,2799
1232,"Ocala, FL",OCALA,34470,Florida,Ocala,19636,39,275,14728,2312,0,14,0,256,2051,46031,4491,17.0,2002,824,7815,2729,6263,3338
1233,"Ocala, FL",OCALA,34471,Florida,Ocala,25082,42,334,18552,3358,116,0,45,351,2326,73871,5848,11.5,4665,3009,7750,2382,7273,2884
1234,"Ocala, FL",OCALA,34474,Florida,Ocala,15937,39,813,9980,755,0,121,0,914,3354,58529,3464,12.7,2326,1577,4446,1641,5928,2023
1235,"Ocala, FL",OCALA,34475,Florida,Ocala,12275,38,0,4264,6182,15,0,14,221,1579,35059,2376,29.3,846,478,4639,3056,3240,3596
1236,"Ocala, FL",OCALA,34479,Florida,Ocala,14320,42,67,11410,946,0,0,0,372,1525,54452,3474,13.6,1446,558,6086,1804,4439,1947
1237,"Ocala, FL",OCALA,34480,Florida,Ocala,19368,42,634,14078,2352,0,0,29,518,1757,74864,4661,10.8,2847,2343,6914,1375,5868,2091
1238,"Ocala, FL",OCALA,34481,Florida,Ocala,18447,67,163,16168,630,91,0,15,144,1236,55848,5576,8.9,3265,1697,5497,1734,6253,1641
1239,"Ocala, FL",OCALA,34482,Florida,Ocala,24105,43,114,15367,4687,5,0,0,249,3683,58479,4963,18.7,2506,1084,9256,4700,6556,4507
1240,"Ocean City, NJ",OCEAN CITY,08226,New Jersey,Ocean City,11328,53,207,9697,296,9,0,0,197,922,99427,2993,4.3,3534,1971,2548,657,2605,487
1241,"Ocean City, NJ",OCEAN CITY,08248,New Jersey,Ocean City; Upper,257,47,0,257,0,0,0,0,0,0,205742,94,0.0,35,105,116,0,0,0
1242,"Odessa, TX",ODESSA,79706,Texas,Odessa; Midland,25344,29,34,11785,102,163,7,0,230,13023,94014,5822,5.0,3396,684,8262,4460,8566,1267
1243,"Odessa, TX",ODESSA,79707,Texas,Midland; Odessa,38489,33,1354,25144,2135,244,67,91,720,8734,136842,9656,3.3,10738,4233,8467,2732,12316,1270
1244,"Odessa, TX",ODESSA,79758,Texas,Odessa; Gardendale,2137,35,0,1685,92,9,0,0,0,351,93914,472,0.0,170,47,801,91,1021,0
1245,"Odessa, TX",ODESSA,79761,Texas,Odessa,33922,30,255,10468,2247,1,0,9,347,20595,79132,8033,11.9,3426,1153,9837,9158,10380,4036
1246,"Odessa, TX",ODESSA,79762,Texas,Odessa,44014,31,505,20296,1866,169,0,70,1087,20021,86362,10317,5.2,6910,3080,12059,6910,15008,2288
1247,"Odessa, TX",ODESSA,79763,Texas,West Odessa; Odessa,37282,29,180,8282,886,89,0,105,285,27455,67730,8263,11.7,2684,559,10849,12489,10662,4361
