,o_group,area_title,occ_title,tot_emp,sum_area_occupations,jobs_1000,istech,area_name,population,median_age,average_income,family_poverty,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,race_asian,race_white,race_black,race_hispanic,race_native,race_islander,race_two,race_other
2605,major,"Madera, CA",Production Occupations,2490,42280,22,0,"Madera, CA",113441,36,97475,22108,12720,6618,25377,37099,31610,2463,31521,3117,73600,414,61,1783,482
2606,major,"Madera, CA",Transportation and Material Moving Occupations,3010,42280,27,0,"Madera, CA",113441,36,97475,22108,12720,6618,25377,37099,31610,2463,31521,3117,73600,414,61,1783,482
2607,major,"Madison, WI",Management Occupations,18100,382430,47,1,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2608,major,"Madison, WI",Business and Financial Operations Occupations,30930,382430,80,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2609,major,"Madison, WI",Computer and Mathematical Occupations,25530,382430,66,1,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2610,major,"Madison, WI",Architecture and Engineering Occupations,8090,382430,21,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2611,major,"Madison, WI","Life, Physical, and Social Science Occupations",8270,382430,21,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2612,major,"Madison, WI",Community and Social Service Occupations,5420,382430,14,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2613,major,"Madison, WI",Legal Occupations,2750,382430,7,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2614,major,"Madison, WI",Educational Instruction and Library Occupations,26960,382430,70,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2615,major,"Madison, WI","Arts, Design, Entertainment, Sports, and Media Occupations",6270,382430,16,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2616,major,"Madison, WI",Healthcare Practitioners and Technical Occupations,25670,382430,66,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2617,major,"Madison, WI",Healthcare Support Occupations,15200,382430,39,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2618,major,"Madison, WI",Protective Service Occupations,5860,382430,15,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2619,major,"Madison, WI",Food Preparation and Serving Related Occupations,25010,382430,65,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2620,major,"Madison, WI",Building and Grounds Cleaning and Maintenance Occupations,11360,382430,29,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2621,major,"Madison, WI",Personal Care and Service Occupations,6210,382430,16,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2622,major,"Madison, WI",Sales and Related Occupations,32240,382430,83,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2623,major,"Madison, WI",Office and Administrative Support Occupations,53360,382430,138,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2624,major,"Madison, WI","Farming, Fishing, and Forestry Occupations",660,382430,2,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2625,major,"Madison, WI",Construction and Extraction Occupations,14700,382430,38,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2626,major,"Madison, WI","Installation, Maintenance, and Repair Occupations",12740,382430,33,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2627,major,"Madison, WI",Production Occupations,22950,382430,59,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2628,major,"Madison, WI",Transportation and Material Moving Occupations,24150,382430,63,0,"Madison, WI",386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
2629,major,"Manhattan, KS",Management Occupations,1860,36640,29,1,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2630,major,"Manhattan, KS",Business and Financial Operations Occupations,2010,36640,31,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2631,major,"Manhattan, KS",Computer and Mathematical Occupations,750,36640,12,1,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2632,major,"Manhattan, KS",Architecture and Engineering Occupations,460,36640,7,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2633,major,"Manhattan, KS","Life, Physical, and Social Science Occupations",520,36640,8,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2634,major,"Manhattan, KS",Community and Social Service Occupations,630,36640,10,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2635,major,"Manhattan, KS",Legal Occupations,150,36640,2,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2636,major,"Manhattan, KS",Educational Instruction and Library Occupations,3950,36640,61,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2637,major,"Manhattan, KS","Arts, Design, Entertainment, Sports, and Media Occupations",600,36640,9,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2638,major,"Manhattan, KS",Healthcare Practitioners and Technical Occupations,2080,36640,32,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2639,major,"Manhattan, KS",Healthcare Support Occupations,1700,36640,26,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2640,major,"Manhattan, KS",Protective Service Occupations,670,36640,10,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2641,major,"Manhattan, KS",Food Preparation and Serving Related Occupations,3820,36640,59,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2642,major,"Manhattan, KS",Building and Grounds Cleaning and Maintenance Occupations,1320,36640,20,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2643,major,"Manhattan, KS",Personal Care and Service Occupations,1060,36640,16,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2644,major,"Manhattan, KS",Sales and Related Occupations,3350,36640,52,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2645,major,"Manhattan, KS",Office and Administrative Support Occupations,4380,36640,68,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2646,major,"Manhattan, KS","Farming, Fishing, and Forestry Occupations",40,36640,1,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2647,major,"Manhattan, KS",Construction and Extraction Occupations,2000,36640,31,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2648,major,"Manhattan, KS","Installation, Maintenance, and Repair Occupations",1650,36640,26,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2649,major,"Manhattan, KS",Production Occupations,1880,36640,29,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2650,major,"Manhattan, KS",Transportation and Material Moving Occupations,1760,36640,27,0,"Manhattan, KS",64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
2651,major,"Mansfield, OH",Management Occupations,1520,45710,16,1,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2652,major,"Mansfield, OH",Business and Financial Operations Occupations,1340,45710,14,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2653,major,"Mansfield, OH",Computer and Mathematical Occupations,420,45710,5,1,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2654,major,"Mansfield, OH",Architecture and Engineering Occupations,590,45710,6,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2655,major,"Mansfield, OH","Life, Physical, and Social Science Occupations",120,45710,1,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2656,major,"Mansfield, OH",Community and Social Service Occupations,1150,45710,12,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2657,major,"Mansfield, OH",Legal Occupations,210,45710,2,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2658,major,"Mansfield, OH",Educational Instruction and Library Occupations,3010,45710,32,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2659,major,"Mansfield, OH","Arts, Design, Entertainment, Sports, and Media Occupations",200,45710,2,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2660,major,"Mansfield, OH",Healthcare Practitioners and Technical Occupations,2940,45710,32,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2661,major,"Mansfield, OH",Healthcare Support Occupations,1420,45710,15,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2662,major,"Mansfield, OH",Protective Service Occupations,1550,45710,17,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2663,major,"Mansfield, OH",Food Preparation and Serving Related Occupations,4240,45710,45,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2664,major,"Mansfield, OH",Building and Grounds Cleaning and Maintenance Occupations,1050,45710,11,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2665,major,"Mansfield, OH",Personal Care and Service Occupations,850,45710,9,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2666,major,"Mansfield, OH",Sales and Related Occupations,5330,45710,57,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2667,major,"Mansfield, OH",Office and Administrative Support Occupations,5560,45710,60,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2668,major,"Mansfield, OH","Farming, Fishing, and Forestry Occupations",60,45710,1,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2669,major,"Mansfield, OH",Construction and Extraction Occupations,1570,45710,17,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2670,major,"Mansfield, OH","Installation, Maintenance, and Repair Occupations",2370,45710,25,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2671,major,"Mansfield, OH",Production Occupations,6390,45710,69,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2672,major,"Mansfield, OH",Transportation and Material Moving Occupations,3820,45710,41,0,"Mansfield, OH",93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
2673,major,"Medford, OR",Management Occupations,4070,84070,34,1,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2674,major,"Medford, OR",Business and Financial Operations Occupations,3390,84070,28,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2675,major,"Medford, OR",Computer and Mathematical Occupations,1310,84070,11,1,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2676,major,"Medford, OR",Architecture and Engineering Occupations,680,84070,6,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2677,major,"Medford, OR","Life, Physical, and Social Science Occupations",940,84070,8,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2678,major,"Medford, OR",Community and Social Service Occupations,1730,84070,14,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2679,major,"Medford, OR",Legal Occupations,360,84070,3,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2680,major,"Medford, OR",Educational Instruction and Library Occupations,4410,84070,37,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2681,major,"Medford, OR","Arts, Design, Entertainment, Sports, and Media Occupations",1150,84070,10,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2682,major,"Medford, OR",Healthcare Practitioners and Technical Occupations,5770,84070,48,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2683,major,"Medford, OR",Healthcare Support Occupations,5160,84070,43,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2684,major,"Medford, OR",Protective Service Occupations,1310,84070,11,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2685,major,"Medford, OR",Food Preparation and Serving Related Occupations,8430,84070,70,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2686,major,"Medford, OR",Building and Grounds Cleaning and Maintenance Occupations,3080,84070,26,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2687,major,"Medford, OR",Personal Care and Service Occupations,1070,84070,9,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2688,major,"Medford, OR",Sales and Related Occupations,8120,84070,68,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2689,major,"Medford, OR",Office and Administrative Support Occupations,12060,84070,100,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2690,major,"Medford, OR","Farming, Fishing, and Forestry Occupations",630,84070,5,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2691,major,"Medford, OR",Construction and Extraction Occupations,3870,84070,32,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2692,major,"Medford, OR","Installation, Maintenance, and Repair Occupations",3460,84070,29,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2693,major,"Medford, OR",Production Occupations,5360,84070,45,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2694,major,"Medford, OR",Transportation and Material Moving Occupations,7710,84070,64,0,"Medford, OR",120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
2695,major,"Merced, CA",Management Occupations,2700,71120,41,1,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2696,major,"Merced, CA",Business and Financial Operations Occupations,2040,71120,31,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2697,major,"Merced, CA",Computer and Mathematical Occupations,460,71120,7,1,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2698,major,"Merced, CA",Architecture and Engineering Occupations,270,71120,4,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2699,major,"Merced, CA","Life, Physical, and Social Science Occupations",790,71120,12,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2700,major,"Merced, CA",Community and Social Service Occupations,1880,71120,28,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2701,major,"Merced, CA",Educational Instruction and Library Occupations,7500,71120,113,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2702,major,"Merced, CA","Arts, Design, Entertainment, Sports, and Media Occupations",260,71120,4,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2703,major,"Merced, CA",Healthcare Practitioners and Technical Occupations,3230,71120,49,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2704,major,"Merced, CA",Healthcare Support Occupations,4240,71120,64,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2705,major,"Merced, CA",Protective Service Occupations,1690,71120,25,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2706,major,"Merced, CA",Food Preparation and Serving Related Occupations,5610,71120,84,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2707,major,"Merced, CA",Building and Grounds Cleaning and Maintenance Occupations,1840,71120,28,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2708,major,"Merced, CA",Personal Care and Service Occupations,740,71120,11,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2709,major,"Merced, CA",Sales and Related Occupations,6560,71120,99,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2710,major,"Merced, CA",Office and Administrative Support Occupations,7440,71120,112,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2711,major,"Merced, CA","Farming, Fishing, and Forestry Occupations",5770,71120,87,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2712,major,"Merced, CA",Construction and Extraction Occupations,2410,71120,36,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2713,major,"Merced, CA","Installation, Maintenance, and Repair Occupations",2720,71120,41,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2714,major,"Merced, CA",Production Occupations,5740,71120,86,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2715,major,"Merced, CA",Transportation and Material Moving Occupations,7230,71120,109,0,"Merced, CA",66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
2716,major,"Midland, MI",Business and Financial Operations Occupations,1770,27670,20,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2717,major,"Midland, MI",Computer and Mathematical Occupations,650,27670,7,1,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2718,major,"Midland, MI","Life, Physical, and Social Science Occupations",1210,27670,14,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2719,major,"Midland, MI",Community and Social Service Occupations,570,27670,7,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2720,major,"Midland, MI",Educational Instruction and Library Occupations,1460,27670,17,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2721,major,"Midland, MI","Arts, Design, Entertainment, Sports, and Media Occupations",530,27670,6,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2722,major,"Midland, MI",Healthcare Practitioners and Technical Occupations,2440,27670,28,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2723,major,"Midland, MI",Healthcare Support Occupations,1830,27670,21,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2724,major,"Midland, MI",Food Preparation and Serving Related Occupations,2240,27670,26,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2725,major,"Midland, MI",Building and Grounds Cleaning and Maintenance Occupations,990,27670,11,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2726,major,"Midland, MI",Personal Care and Service Occupations,490,27670,6,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2727,major,"Midland, MI",Sales and Related Occupations,2380,27670,27,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2728,major,"Midland, MI",Office and Administrative Support Occupations,3980,27670,46,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2729,major,"Midland, MI",Construction and Extraction Occupations,1520,27670,17,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2730,major,"Midland, MI","Installation, Maintenance, and Repair Occupations",960,27670,11,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2731,major,"Midland, MI",Production Occupations,2840,27670,33,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2732,major,"Midland, MI",Transportation and Material Moving Occupations,1810,27670,21,0,"Midland, MI",86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
2733,major,"Midland, TX",Business and Financial Operations Occupations,5130,90170,29,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2734,major,"Midland, TX",Architecture and Engineering Occupations,3280,90170,19,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2735,major,"Midland, TX","Life, Physical, and Social Science Occupations",2130,90170,12,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2736,major,"Midland, TX",Community and Social Service Occupations,880,90170,5,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2737,major,"Midland, TX",Educational Instruction and Library Occupations,3130,90170,18,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2738,major,"Midland, TX","Arts, Design, Entertainment, Sports, and Media Occupations",480,90170,3,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2739,major,"Midland, TX",Healthcare Practitioners and Technical Occupations,3190,90170,18,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2740,major,"Midland, TX",Healthcare Support Occupations,1940,90170,11,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2741,major,"Midland, TX",Protective Service Occupations,1120,90170,6,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2742,major,"Midland, TX",Food Preparation and Serving Related Occupations,8410,90170,48,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2743,major,"Midland, TX",Building and Grounds Cleaning and Maintenance Occupations,2150,90170,12,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2744,major,"Midland, TX",Personal Care and Service Occupations,1080,90170,6,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2745,major,"Midland, TX",Sales and Related Occupations,8720,90170,50,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2746,major,"Midland, TX",Office and Administrative Support Occupations,11360,90170,65,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2747,major,"Midland, TX",Construction and Extraction Occupations,14730,90170,85,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2748,major,"Midland, TX","Installation, Maintenance, and Repair Occupations",6200,90170,36,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2749,major,"Midland, TX",Production Occupations,5110,90170,29,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2750,major,"Midland, TX",Transportation and Material Moving Occupations,11130,90170,64,0,"Midland, TX",174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
2751,major,"Missoula, MT",Management Occupations,2530,59120,26,1,"Missoula, MT",96393,36,73833,9285,25566,17173,18900,4656,30097,1428,86428,406,3027,2314,17,2733,40
2752,major,"Missoula, MT",Business and Financial Operations Occupations,3120,59120,32,0,"Missoula, MT",96393,36,73833,9285,25566,17173,18900,4656,30097,1428,86428,406,3027,2314,17,2733,40
